pair_id,query_id,query_text,article_id,article_title,article_text,kuhperdata_book,llm_verdict,llm_reasoning,expert_verdict,expert_notes
58,q1276,"Saya bingung, kalau saya sudah bayar hutang lewat orang lain tapi sertifikat masih atas nama orang itu, kenapa bank bisa langsung lelang tanahnya tanpa kasih tahu saya dulu?",812,Pasal 812,"Pasal 812: Bila hak pakai hasil hanya dikenakan atas gedung, dan gedung hancur karena kebakaran atau rusak tanpa disengaja atau runtuh karena tuanya, maka pemakai hasil tidak berhak menikmati hasil tanahnya, atau memakai bahan-bahan reruntuhan dan gedung tersebut. Bila hak pakai hasil diberikan atas suatu barang, yang sebagian berupa gedung, pemakai hasil tetap berhak menikmati tanah dan menggunakan bahan-bahan reruntuhan gedung itu, baik untuk membangun gedung baru, maupun untuk memperbaiki gedung lain yang juga merupakan bagian dan barang itu.",Buku II (Benda),TIDAK_RELEVAN,"unsur: hak pakai hasil, gedung hancur/runtuh, hak atas tanah/reruntuhan | fakta: kasus tentang hutang dan lelang, bukan hak pakai hasil (vruchtgebruik) | TIDAK_RELEVAN",,
59,q1642,"Saya punya hutang ke teman yang tidak saya bayar sesuai janji, sekarang dia marah dan ancam akan menjual aset saya, apa yang harus saya lakukan?",107,Pasal 107,"Pasal 107: Setiap suami wajib menerima isterinya di rumah yang ditempatinya. Dia wajib melindungi isterinya, dan memberinya apa saja yang perlu, sesuai dengan kedudukan dan kemampuannya.",Buku I (Orang),TIDAK_RELEVAN,"unsur: hubungan perkawinan, kewajiban suami menerima/melindungi/memberi nafkah istri | fakta: kasus tentang utang piutang antar teman, tidak ada unsur perkawinan | TIDAK_RELEVAN",,
60,q1005,"Kenapa orang bisa bikin surat jual beli tanah padahal pemiliknya sudah meninggal dunia, dan bagaimana cara saya menuntut ganti rugi kalau dokumen itu palsu?",1316,Pasal 1316,"Pasal 1316: Seseorang boleh menanggung seorang pihak ketiga dan menjanjikan bahwa pihak ketiga mi akan berbuat sesuatu, tetapi hal mi tidak mengurangi tuntutan ganti rugi terhadap penanggung atau orang yang berjanji itu, jika pihak ketiga tersebut menolak untuk memenuhi perjanjian itu.",Buku III (Perikatan),TIDAK_RELEVAN,"unsur: penanggung pihak ketiga, janji berbuat, tuntutan ganti rugi terhadap penanggung | fakta: kasus tidak melibatkan jaminan/penanggungan pihak ketiga | TIDAK_RELEVAN",,
61,q432,"Saya punya empat anak, tiga di antaranya masih kecil dan belum pernah menikah, sementara suami saya sudah meninggal. Apakah saya sah menjadi wali mereka untuk mengurus tanah warisan dan menjualnya demi biaya sekolah mereka?",385,Pasal 385,"Pasal 385: Wali harus mengurus harta kekayaan anak belum dewasa laksana seorang bapak rumah tangga yang baik dan bertanggung jawab atas biaya, kerugian dan bunga yang diperkirakan timbul karena pengurusan yang buruk. Bila kepada anak yang belum dewasa, baik dengan suatu akta antara orang-orang yang masih hidup, maupun dengan sebuah wasiat, telah dihibahkan atau dihibah wasiatkan sejumlah harta benda dan pengurusannya itu dipercayakan kepada seorang pengurus atau lebih yang telah ditunjuk, maka ketentuan-ketentuan Pasal 307, yang berlaku bagi pemangku kekuasaan orang tua, berlaku juga bagi wali.",Buku I (Orang),RELEVAN,"unsur: kewajiban wali mengurus harta laksana bapak rumah tangga, tanggung jawab atas pengurusan buruk | fakta: kasus menanyakan kewenangan untuk menjual tanah (tindakan pengurusan harta). Unsur ""wali"" dan ""mengurus harta"" terpenuhi. Pasal ini menjadi dasar standar perilaku wali. Namun, pertanyaan spesifik adalah ""apakah sah menjual"". Pasal 21 mengatur standar kehati-hatian, bukan izin spesifik untuk jual aset tetap. Tapi ini relevan sebagai dasar kewajiban umum wali. | RELEVAN",,
62,q44,"Saya beli tanah dari ayah saya tahun 2009 dan sudah bangun rumah, tapi keluarga mereka malah larang saya pakai sisa tanahnya dan bilang itu pekarangan bersama, apa saya harus terima begitu saja?",630a,Pasal 630a,Pasal 630a: Tiap pemilik pekarangan dapat mengharuskan masing-masing pemilik pekarangan yang bertetangga untuk membuat tanda perbatasan antara pekarangan mereka. Pembuatan batas itu harus dilakukan atas biaya bersama.,Buku II (Benda),RELEVAN,"unsur: pemilik pekarangan, tanda perbatasan, biaya bersama | fakta: sengketa mengenai batas hak pakai sisa tanah dan klaim ""pekarangan bersama"", unsur batas pekarangan relevan untuk menentukan hak | RELEVAN",,
63,q651,"Saya merasa sangat terluka karena suami saya tidak pernah peduli saat saya kehilangan anak, tidak memberi nafkah, malah mengancam bunuh diri dan menyita dokumen penting saya, apakah ada cara hukum untuk memisahkan diri dan menuntut tanggung jawabnya?",326,Pasal 326,"Pasal 326: Bila orang yang wajib memberi nafkah itu membuktikan bahwa ia tidak mampu menyediakan uang untuk itu, Pengadilan Negeri dapat memerintahkan, setelah menyelidiki duduknya perkara, agar dia membawa orang yang wajib dipeliharanya ke rumahnya dan menyediakan kebutuhannya di sana.",Buku I (Orang),RELEVAN,"unsur: wajib memberi nafkah, bukti ketidakmampuan uang, perintah membawa ke rumah dan menyediakan kebutuhan | fakta: kasus menyebutkan suami tidak memberi nafkah. Pasal ini mengatur alternatif jika suami tidak mampu bayar uang (memelihara di rumah). Fakta ""tidak memberi nafkah"" menyentuh unsur kewajiban nafkah. Meskipun fakta tidak secara eksplisit menyatakan suami ""tidak mampu"", pasal ini relevan dalam konteks penyelesaian sengketa nafkah (apakah bayar uang atau memelihara). Namun, karena suami ""mengancam"" dan ""menyita dokumen"", kemungkinan besar tidak mau, bukan tidak mampu. Tapi secara unsur hukum, ini adalah pasal tentang kewajiban nafkah. Saya akan tandai RELEVAN karena membahas mekanisme pemenuhan kewajiban nafkah yang sedang disengketakan. | RELEVAN",,
64,q1289,"Saya punya anak yang belum genap 21 tahun dan belum pernah nikah, tapi suami saya sudah meninggal. Sekarang saya mau jual tanah warisan kita berdua, tapi apakah saya bisa melakukannya sendiri atau harus ada izin khusus karena anak saya belum dewasa?",360,Pasal 360,"Pasal 360: Pengangkatan seorang wali atas permintaan keluarga sedarah anak yang belum dewasa, atas permintaan para kreditur atau pihak lain yang berkepentingan, atas permintaan Balai Harta Peninggalan, atas tuntutan jawatan Kejaksaan, ataupun karena jabatan, oleh Pengadilan Negeri yang di daerah hukumnya anak belum dewasa itu bertempat tinggal. Bila anak belum dewasa tidak mempunyai tempat tinggal di Indonesia atau bila tempat tinggalnya tidak diketahui, maka pengangkatan itu dilakukan oleh Pengadilan Negeri di tempat tinggalnya yang terakhir di Indonesia, sedangkan bila ini juga tidak ada, oleh Pengadilan Negeri di Jakarta. Pegawai Catatan Sipil wajib memberitahukan kepada Balai Harta Peninggalan semua peristiwa kematian yang harus dibukukan dalam daftar dengan keterangan apakah orang-orang yang meninggal itu meninggalkan anak belum dewasa, dan memberitahukan segala perlangsungan perkawinan yang akan dibukukan mengenai orang-orang tua yang mempunyai anak yang belum dewasa.",Buku I (Orang),TIDAK_RELEVAN,"unsur: pengangkatan wali, anak belum dewasa, permohonan keluarga/kreditur/Balai/Kejaksaan | fakta: ibu masih hidup dan menjalankan kekuasaan orang tua, tidak ada pembahasan pengangkatan wali oleh pengadilan | TIDAK_RELEVAN",,
65,q688,"Saya beli rumah dari teman, tapi tiba-tiba rumah itu disita karena masalah perceraian mantan pasangannya, dan saya malah tidak bisa pakai atau jual lagi, apa yang harus saya lakukan?",557,Pasal 557,"Pasal 557: Tuntutan untuk mempertahankan besit dapat diajukan terhadap orang-orang yang mengganggu pemegang besit dalam memegang besit itu, bahkan terhadap pemilik barang itu, tetapi tanpa mengurangi hak pemilik itu untuk mengajukan tuntutan berdasarkan hak miliknya. Bila besit itu diperoleh dari pinjam pakai, dengan pencurian atau kekerasan, maka pemegang besit tidak bisa mengajukan tuntutan untuk dipertahankan dalam besitnya terhadap orang dari siapa besit itu diperolehnya atau dari orang dari siapa besit itu diambil.",Buku II (Benda),RELEVAN,"unsur: tuntutan mempertahankan besit, gangguan pemegang besit, pengecualian jika diperoleh dari pinjam pakai/pencurian/kekerasan | fakta: pembeli memiliki besit (penguasaan) rumah. Rumah disita (gangguan). Pasal ini relevan untuk menganalisis apakah pembeli dapat mempertahankan penguasaannya terhadap penyitaan atau pihak ketiga, meskipun ada nuansa ""barang orang lain"". Namun, karena pembeli membeli secara sah (itikad baik), ini adalah dasar pertahanan hak penguasaan. | RELEVAN",,
66,q1249,"Saya beli tanah dari orang tua mereka tahun 83-an dan sudah lunas, tapi sertifikat malah diambil orang lain dan dijaminkan bank, sekarang saya dikejar bayar biaya perkara padahal saya cuma mau hak saya dikembalikan, apa yang harus saya lakukan?",1910,Pasal 1910,"Pasal 1910: Anggota keluarga sedarah dan semenda salah satu pihak dalam garis Iurus, dianggap tidak cakap untuk menjadi saksi; begitu pula suami atau isterinya, sekalipun setelah perceraian. Namun demikian anggota keluarga sedarah dan semenda cakap untuk menjadi saksi: 1. dalam perkara mengenai kedudukan keperdataan salah satu pihak; 2. dalam perkara mengenai nafkah yang harus dibayar menurut Buku Kesatu, termasuk biaya pemeliharaan dan pendidikan seorang anak belum dewasa; 3. dalam suatu pemeriksaan mengenai alasan-alasan yang dapat menyebabkan pembebasan atau pemecatan dari kekuasaan orang tua atau perwalian; 4. dalam perkara mengenai suatu perjanjian kerja. Dalam perkara-perkara ini, mereka yang disebutkan dalam Pasal 1909 nomor 1° dan 2°, tidak berhak untuk minta dibebaskan dan kewajiban memberikan kesaksian.",Buku IV (Pembuktian),TIDAK_RELEVAN,"unsur: kecakapan saksi, anggota keluarga sedarah/semenda, pengecualian dalam perkara kedudukan keperdataan/nafkah/perwalian | fakta: kasus sengketa kepemilikan tanah, tidak membahas masalah kesaksian atau status keluarga sebagai saksi | TIDAK_RELEVAN",,
67,q614,Kenapa perjanjian jual beli tanah yang saya tandatangani dengan orang lain malah dibatalkan karena surat kuasa dari pemiliknya ternyata tidak sah dan dibuat di depan advokat?,1471,Pasal 1471,"Pasal 1471: Jual beli atas barang orang lain adalah batal dan dapat memberikan dasar kepada pembeli untuk menuntut penggantian biaya, kerugian dan bunga, jika ia tidak mengetahui bahwa barang itu kepunyaan orang lain.",Buku III (Perikatan),RELEVAN,"unsur: jual beli barang orang lain, pembeli tidak mengetahui barang milik orang lain, batal demi hukum | fakta: kasus melibatkan jual beli tanah di mana penjual bertindak berdasarkan surat kuasa yang tidak sah (berarti penjual bukan pemilik dan tidak berwenang), sehingga unsur ""jual beli atas barang orang lain"" terpenuhi. Pembatalan perjanjian akibat ketidakwewenangannya relevan dengan pasal ini. | RELEVAN",,
68,q1278,"Saya punya tanah warisan yang sudah saya klaim selama puluhan tahun, tapi sekarang pihak lain mendalilkan bahwa tanah itu sudah jadi milik negara sejak lama dan saya sudah lewat batas waktu untuk menuntutnya kembali. Apakah saya benar-benar kehilangan hak saya hanya karena waktu yang sudah lewat begitu lama?",548,Pasal 548,"Pasal 548: Besit dengan itikad baik memberi hak atas suatu barang kepada pemegangnya: 1. untuk dianggap sebagai pemilik barang untuk sementara, sampai saat barang itu dituntut kembali di muka Hakim; 2. untuk dapat memperoleh hak milik atas barang itu karena lewat waktu; 3. untuk menikmati segala hasilnya sampai saat barang itu dituntut kembali di muka hakim; 4. untuk mempertahankan besitnya bila ia digangu dalam memegangnya, atau dipulihkan kembali besitnya bila ía kehilangan besitnya itu.",Buku II (Benda),RELEVAN,"unsur: besit dengan itikad baik, hak sementara sebagai pemilik, perolehan hak milik lewat waktu, menikmati hasil, mempertahankan besit | fakta: kasus membahas status penguasaan (besit) tanah warisan dan klaim lewat waktu, unsur itikad baik dan perolehan hak lewat waktu relevan | RELEVAN",,
69,q1419,"Saya punya utang ke teman yang sudah lama tidak dibayar, sekarang dia minta denda 6% per tahun mulai Oktober, apakah wajar kalau dia minta itu?",838,Pasal 838,"Pasal 838: Orang yang dianggap tidak pantas untuk menjadi ahli waris, dan dengan demikian tidak mungkin mendapat warisan, ialah: 1. dia yang telah dijatuhi hukuman karena membunuh atau mencoba membunuh orang yang meninggal itu; 2. dia yang dengan putusan Hakim pernah dipersalahkan karena dengan fitnah telah mengajukan tuduhan terhadap pewaris, bahwa pewaris pernah melakukan suatu kejahatan yang diancam dengan hukuman penjara lima tahun atau hukuman yang lebih berat lagi; 3. dia yang telah menghalangi orang yang telah meninggal itu dengan kekerasan atau perbuatan nyata untuk membuat atau menarik kembali wasiatnya; 4. dia yang telah menggelapkan. memusnahkan atau memalsukan wasiat orang yang meninggal itu.",Buku II (Benda),TIDAK_RELEVAN,"unsur: ahli waris tidak pantas, pembunuhan, fitnah, penggelapan wasiat | fakta: kasus tidak melibatkan warisan | TIDAK_RELEVAN",,
70,q1894,Dokumen asli KTP dan akta kelahiran saya kok jadi penting banget buat buktiin kalau nama saya beneran udah diganti? Saya bingung kenapa surat-surat itu harus sesuai sama aslinya biar bisa dipercaya.,263,Pasal 263,"Pasal 263: Tiada seorang pun dapat menyandarkan diri pada kedudukan yang bertentangan dengan kedudukan yang nyata dinikmatinya dan sesuai dengan akta kelahirannya, dan sebaliknya tiada seorang pun dapat menyanggah kedudukan yang dimiliki seorang anak sesuai dengan akta kelahirannya.",Buku I (Orang),RELEVAN,"unsur: larangan menyandarkan diri pada kedudukan bertentangan dengan akta kelahiran, larangan menyanggah kedudukan anak sesuai akta kelahiran | fakta: kasus membahas pentingnya akta kelahiran sebagai bukti kebenaran identitas (nama), yang selaras dengan prinsip bahwa akta kelahiran menentukan kedudukan perdata seseorang | RELEVAN",,
71,q342,"Saya merasa sangat bingung dan tidak adil, bagaimana bisa seseorang bisa memalsukan data orang tua kandungnya sendiri sampai dokumen resmi diterbitkan, lalu saya harus kehilangan hak warisan leluhur saya?",829,Pasal 829,"Pasal 829: Hak pakai atas hutan-hutan dan penanaman-penanaman yang diberikan kepada seseorang, hanya memberi hak untuk menggunakan kayu-kayu yang mati dan mengambil kayu tebang yang diperlukan untuk diri sendiri, dan keluarga serumahnya.",Buku II (Benda),TIDAK_RELEVAN,"unsur: hak pakai hutan, kayu mati, kayu tebang | fakta: kasus tentang pemalsuan data dan warisan, tidak ada unsur hak pakai hutan | TIDAK_RELEVAN",,
72,q1729,"Saya punya tanah tapi orang lain malah bangun rumah di atasnya dan janji tukar tanah malah dibatalkan, apa yang harus saya lakukan?",550,Pasal 550,"Pasal 550: Tuntutan untuk mempertahankan besit boleh diajukan di muka Hakim, bila seseorang terganggu dalam memegang besitnya atas sebidang tanah atau pekarangan, sebuah rumah atau gedung, suatu hak kebendaan atau barang bergerak pada umumnya.",Buku II (Benda),RELEVAN,unsur: tuntutan mempertahankan besit (penguasaan) atas tanah/bangunan | fakta: pemohon merasa haknya atas tanah diganggu oleh bangunan orang lain; ini menyentuh aspek penguasaan/besit | RELEVAN,,
73,q683,"Saya punya wasiat dari nenek saya yang cuma saya yang warisnya, tapi sekarang tanah peninggalannya rusak dan kosong, apakah saya bisa langsung klaim haknya tanpa ribet?",724,Pasal 724,"Pasal 724: Ia berhak mengalihkan haknya kepada orang lain, membebaninya dengan hipotek dan membebani tanah yang dibebani hak guna usaha itu dengan pengabdian pekarangan selama jangka waktu hak guna usahanya.",Buku II (Benda),TIDAK_RELEVAN,unsur: hak guna usaha dapat dialihkan/dibebani hipotek | fakta: kasus tidak melibatkan hak guna usaha | TIDAK_RELEVAN,,
74,q1836,Kenapa KTP dan kartu keluarga saya nggak bisa dipakai buat bukti kalau nama ibu di akta kelahiran saya salah tulis?,10,Pasal 10,"Pasal 10: Diperolehnya suatu nama sesuai dengan ketentuan-ketentuan dalam keempat pasal yang lalu, sekali-kali tidak boleh diajukan sebagal bukti adanya hubungan sanak saudara.",Buku I (Orang),TIDAK_RELEVAN,unsur: nama yang diperoleh tidak boleh diajukan sebagai bukti hubungan sanak saudara | fakta: tidak relevan dengan masalah koreksi data akta | TIDAK_RELEVAN,,
75,q45,"Saya beli tanah dan rumah di bawah tangan tahun 2009 seharga 650 juta, sudah bayar dan tinggal di sana sampai sekarang, tapi kenapa pemilik lama dan keluarganya tidak mau bantu balik nama sertifikat saya?",1957,Pasal 1957,"Pasal 1957: Seseorang yang sekarang menguasai suatu barang, yang membuktikan bahwa ia menguasai sejak dulu, dianggap juga telah menguasainya selama selang waktu antara dulu dan sekarang, tanpa mengurangi pembuktian hal yang sebaliknya.",Buku IV (Pembuktian),RELEVAN,"unsur: penguasaan barang, penguasaan sejak dulu, penguasaan selama selang waktu | fakta: pemohon ""tinggal di sana sampai sekarang"" sejak 2009. Ini menyentuh unsur ""penguasaan"" (besit) yang berkelanjutan. Dalam hukum perdata, penguasaan yang terus-menerus dapat menjadi dasar klaim hak (misalnya lewat acquisitive prescription/verjaring, meski syaratnya 30 tahun untuk tanah). Pasal ini mengatur presumsi penguasaan. Relevan untuk menilai status penguasaan pemohon. | RELEVAN",,
76,q1962,"Saya pinjam uang ke teman dan sudah tanda tangan surat pengakuan hutang, tapi sekarang saya nggak bisa bayar tepat waktu. Apakah surat itu sah dan saya harus bayar apa saja?",1878,Pasal 1878,"Pasal 1878: Perikatan utang sepihak di bawah tangan untuk membayar sejumlah uang tunai atau memberikan barang yang dapat dinilai dengan suatu harga tertentu, harus ditulis seluruhnya dengan tangan si penanda tangan sendiri; setidak-tidaknya, selain tanda tangan, haruslah ditulis dengan tangan si penanda tangan sendiri suatu tanda setuju yang menyebut jumlah uang atau banyaknya barang yang terutang. Jika hal ini tidak diindahkan, maka bila perikatan dipungkiri, akta yang ditandatangani itu hanya dapat diterima sebagai suatu permulaan pembuktian dengan tulisan. Ketentuan-ketentuan pasal ini tidak berlaku terhadap surat-surat andil dalam suatu utang obligasi, terhadap perikatan-perikatan utang yang dibuat oleh debitur dalam menjalankan perusahaannya, dan terhadap akta-akta di bawah tangan yang dibubuhi keterangan sebagaimana termaksud dalam Pasal 1874 alinea kedua dan Pasal 1874 a.",Buku IV (Pembuktian),RELEVAN,"unsur: perikatan utang sepihak di bawah tangan, pembayaran uang tunai/barang bernilai, ditulis seluruhnya tangan sendiri atau tanda setuju jumlah, konsekuensi pembuktian jika dipungkiri | fakta: kasus menyebutkan ""surat pengakuan hutang"" (akta di bawah tangan) yang ditandatangani, yang merupakan inti dari perikatan utang sepihak; sahness surat tersebut bergantung pada pemenuhan syarat formalitas Pasal 1878 | RELEVAN",,
77,q665,"Kenapa saya cuma bisa digugat pakai cara biasa atau minta pembatalan ke pengadilan tinggi, padahal saya cuma mau perlawanan terhadap penetapan izin jual rumah itu?",41,Pasal 41,"Pasal 41: Penetapan-penetapan Pengadilan Negeri dalam hal-hal yang termaksud dalam enam pasal yang lalu, diberikan tanpa bentuk hukum acara. Penetapan-penetapan itu, baik yang mengabulkan permohonan izin, maupun yang menolak, tidak dapat dimohonkan banding. Mendengar mereka yang izinnya diperlukan seperti yang termaksud dalam enam pasal yang lalu. bila mereka bertempat tinggal di luar kabupaten tempat kedudukan pengadilan negeri itu, boleh dilimpahkan kepada Pengadilan Negeri di tempat tinggal atau tempat kedudukan mereka, Pengadilan Negeri mi akan menyampaikan berita acaranya kepada Pengadilan Negeri yang disebut pertama. Pemanggilan mereka yang izinnya diperlukan. dilakukan dengan cara seperti yang ditentukan dalam Pasal 333 tentang keluarga sedarah dan keluarga semenda. Mereka yang disebut pertama, ataupun mereka yang disebut terakhir, boleh mewakilkan diri dengan cara seperti yang tercantum dalam Pasal 334.",Buku I (Orang),RELEVAN,"unsur: penetapan pengadilan (izin), tanpa bentuk hukum acara, larangan banding | fakta: pasal ini secara eksplisit menyatakan bahwa penetapan izin (dalam konteks 6 pasal sebelumnya, yaitu Bab Perwalian/Pengampuan) **tidak dapat dimohonkan banding**. Ini sangat relevan karena kasus menanyakan mengapa hanya bisa perlawanan (dan tidak banding). Meskipun konteks spesifiknya perwalian, prinsip hukum acara ""penetapan izin tidak bisa dibanding"" adalah inti dari pertanyaan pengguna. Namun, karena pasal ini spesifik pada ""enam pasal yang lalu"" (Bab Perwalian), kita perlu melihat apakah kasus ini jatuh di bab tersebut. Jika kasus ini tentang izin jual rumah dalam konteks perwalian/pengampuan, ini RELEVAN. Jika konteksnya lain (misal jual beli biasa), TIDAK. Mengingat frasa ""penetapan izin jual"", ini biasanya masuk ranah non-contentious (perwalian/pengampuan/waris). Pasal ini menjawab *mengapa* tidak bisa banding. | RELEVAN",,
78,q1158,"Saya punya anak usia 11 tahun yang belum bisa mengurus sendiri, tapi saya butuh izin untuk menjual tanah warisan suaminya demi biaya sekolah dan usaha, apakah saya bisa melakukannya sebagai ibunya?",870,Pasal 870,"Pasal 870: Warisan anak di luar kawin yang meninggal tanpa meninggalkan keturunan dan suami atau isteri, jatuh ke tangan bapaknya atau ibunya yang telah memberi pengakuan kepadanya, atau kepada mereka berdua, masing-masing separuh, bila dia telah diakui oleh kedua-duanya.",Buku II (Benda),TIDAK_RELEVAN,unsur: warisan anak di luar kawin | fakta: kasus tidak menyebutkan anak di luar kawin | TIDAK_RELEVAN,,
79,q71,Kenapa bank bisa jual aset rumah saya cuma-cuma tanpa kasih tahu dulu soal detail hutang dan bunga yang sebenarnya?,1466,Pasal 1466,Pasal 1466: Biaya akta jual beli dan biaya tambahan lain dipikul oleh pembeli kecuali kalau diperjanjikan sebaliknya.,Buku III (Perikatan),TIDAK_RELEVAN,"unsur: biaya akta jual beli, dipikul pembeli | fakta: kasus tidak membahas pembagian biaya notaris/akta, melainkan substansi utang dan eksekusi | TIDAK_RELEVAN",,
80,q308,"Ibu saya meninggal, sekarang saya anak yang belum cukup umur ingin menjual tanah warisan ayah untuk biaya sekolah, tapi tidak bisa bertindak sendiri, bagaimana cara saya bisa menjualnya?",399,Pasal 399,"Pasal 399: Wali tidak boleh menjual barang: tak bergerak anak belum dewasa selain dengan lelang umum. Dalam hal itu pembelian tidak akan mempunyai kekuatan, sebelum disahkan oleh Pengadilan Negeri menurut syarat-syaratnya dan ketentuan dalam alinea-alinea kedua, ketiga dan keempat pasal 396.",Buku I (Orang),RELEVAN,"unsur: larangan penjualan barang tak bergerak selain lelang umum, sahkan oleh Pengadilan Negeri | fakta: kasus membahas penjualan tanah. Pasal ini mengatur metode penjualan (lelang) yang wajib diikuti jika izin diberikan. Unsur ini relevan sebagai bagian dari prosedur penjualan | RELEVAN",,
81,q1859,"Istri saya meninggal dan meninggalkan tabungan, tapi anak-anak saya masih kecil. Bagaimana cara saya mencairkan uang itu untuk mereka?",894,Pasal 894,"Pasal 894: Bila oleh satu kecelakaan, atau pada hari yang sama, pewaris dan ahli waris atau penerima hibah wasiat atau orang yang sedianya mengganti mereka itu meninggal tanpa diketuahui siapa dan mereka yang meninggal lebih dulu, maka mereka dianggap telah meninggal pada saat yang sama, dan tidak terjadi peralihan hak-hak wasiat itu.",Buku II (Benda),TIDAK_RELEVAN,"unsur: kematian bersamaan pewaris dan ahli waris, tidak terjadi peralihan hak | fakta: kasus tidak menyebutkan kematian bersamaan | TIDAK_RELEVAN",,
82,q237,"Saya punya dua anak kecil yang belum dewasa, ayah mereka sudah meninggal, dan sekarang saya ingin menjual tanah warisan mereka untuk biaya sekolah dan hidup, tapi saya takut tidak sah karena mereka belum punya wali. Apakah saya bisa langsung menjualnya atau harus ada penetapan khusus dulu?",399,Pasal 399,"Pasal 399: Wali tidak boleh menjual barang: tak bergerak anak belum dewasa selain dengan lelang umum. Dalam hal itu pembelian tidak akan mempunyai kekuatan, sebelum disahkan oleh Pengadilan Negeri menurut syarat-syaratnya dan ketentuan dalam alinea-alinea kedua, ketiga dan keempat pasal 396.",Buku I (Orang),RELEVAN,"unsur: larangan penjualan barang tak bergerak selain lelang umum, pengesahan Pengadilan Negeri | fakta: kasus tentang penjualan tanah (barang tak bergerak). Pasal ini mengatur metode penjualan (lelang) dan pengesahan pengadilan. Sangat relevan dengan pertanyaan ""apakah bisa langsung menjual"" (jawaban: tidak, harus lelang dan izin pengadilan). | RELEVAN",,
83,q631,"Saya bingung, kalau saya punya surat keterangan asli yang sudah dimeterai dan disaksikan dua orang, kenapa dokumen salinannya saja tidak cukup untuk mengubah nama anak saya di catatan sipil?",5a,Pasal 5a,"Pasal 5a: Anak sah, dan juga anak tidak sah namun yang diakui oleh bapaknya, memakai nama keturunan bapaknya; anak-anak tidak sah yang tidak diakui oleh bapaknya, memakai nama keturunan ibunya.",Buku I (Orang),RELEVAN,"unsur: pemakaian nama keturunan (bapak/ibu) oleh anak sah/tidak sah | fakta: kasus membahas perubahan nama, yang berkaitan langsung dengan aturan pemakaian nama keturunan | RELEVAN",,
84,q1046,"Saya sudah nikah tapi terus bertengkar sampai suami saya bilang nggak ada cinta lagi, apakah pernikahan kita bisa bubar?",239,Pasal 239,"Pasal 239: Berkenaan dengan itu Pengadilan Negeri akan memerintahkan kedua suami isteri untuk bersama-sama secara pribadi menghadap seorang atau Iebih anggota yang akan memberi wejangan-wejangan seperlunya kepada mereka. Bila suami isteri itu bertahan dengan niat mereka, Hakim akan memerintahkan mereka untuk menghadap lagi setelah lewat enam bulan. Bila ternyata ada alasan sah yang menghalangi mereka untuk menghadap, maka Hakim yang ditunjukkan harus pergi ke rumah suami isteri itu. Bila suami isteri itu bertempat tinggal di luar daerah di mana Pengadilan Negeri itu bertempat kedudukan, Pengadilan Negeri dapat menunjuk kepada kepala daerah setempat untuk melakukan tindakan-tindakan yang dimaksud dalam tiga alinea yang lalu. Pejabat yang telah ditunjuk itu akan membuat berita acara tentang apa yang telah dilakukannya dan mengirimkannya ke Pengadilan Negeri. Bila salah seorang dan suami isteri atau kedua-duanya bertempat tinggal di luar Indonesia, Pengadilan Negeri itu boleh memohon kepada seorang Hakim di negara tempat suami isteri itu berdiam, untuk memanggil kedua suami isteri atau salah seorang menghadap kepadanya dengan tujuan melakukan ikhtiar perdamaian, atau menugaskan hal itu kepada pejabat perwakilan Indonesia di wilayah tempat suami isteri itu berdiam. Berita acara yang dibuat mengenai hal itu harus dikirimkan kepada Pengadilan Negeri itu.",Buku I (Orang),RELEVAN,"unsur: ikhtiar perdamaian oleh hakim dalam gugatan perceraian | fakta: kasus menanyakan kemungkinan perceraian, pasal ini mengatur prosedur upaya perdamaian dalam perkara perceraian | RELEVAN",,
85,q672,"Saya punya tanah warisan dari suami yang sudah meninggal, tapi salah satu anak saya masih kecil dan belum bisa mengurus sendiri. Bagaimana cara saya menjual tanah itu demi biaya hidup dan pendidikan anak tanpa melanggar aturan supaya aman?",298,Pasal 298,"Pasal 298: Setiap anak, berapa pun juga umurnya, wajib menghormati dan menghargai orang tuanya. Orang tua wajib memelihara dan mendidik anak-anak mereka yang masih di bawah umur. Kehilangan kekuasaan orang tua atau kekuasaan wali tidak membebaskan mereka dari kewajiban untuk memberi tunjangan menurut besarnya pendapat mereka guna membiayai pemeliharaan dan pendidikan anak-anak mereka itu. Bagi yang sudah dewasa berlaku ketentuan-ketentuan yang terdapat dalam Bagian 3 bab ini.",Buku I (Orang),RELEVAN,"unsur: kewajiban orang tua memelihara dan mendidik anak, kewajiban memberi tunjangan | fakta: tujuan penjualan tanah adalah untuk biaya hidup dan pendidikan anak, yang merupakan pemenuhan kewajiban ini | RELEVAN",,
